id,spkid,full_name,pdes,name,prefix,neo,pha,H,diameter,albedo,diameter_sigma,orbit_id,epoch,epoch_mjd,epoch_cal,equinox,e,a,q,i,om,w,ma,ad,n,tp,tp_cal,per,per_y,moid,moid_ld,sigma_e,sigma_a,sigma_q,sigma_i,sigma_om,sigma_w,sigma_ma,sigma_ad,sigma_n,sigma_tp,sigma_per,class,rms
a0001189,2001189,  1189 Terentia (1930 SG),1189,Terentia,,N,N,9.9,59.246,0.042,0.201,JPL 36,2459000.5,59000,20200531,J2000,0.112894859,2.934340861,2.603068862,9.868932454,275.2085293,95.02978692,300.4694008,3.26561286,0.196082228,2459304.1,20210330.6,1835.964455,5.026596727,1.62647,632.9733299,3.58E-08,1.38E-08,1.06E-07,4.71E-06,2.35E-05,3.17E-05,2.22E-05,1.54E-08,1.39E-09,0.0001142,1.30E-05,MBA,0.39647
a0001190,2001190,  1190 Pelagia (1930 SL),1190,Pelagia,,N,N,12.8,17.923,0.054,0.185,JPL 32,2459000.5,59000,20200531,J2000,0.13169249,2.431703336,2.111466268,3.168636873,26.46283008,41.06158071,185.1059741,2.751940404,0.259919096,2459673.379,20220403.88,1385.046368,3.792050289,1.12649,438.3961133,3.09E-08,7.18E-09,7.41E-08,3.71E-06,6.28E-05,6.46E-05,1.54E-05,8.12E-09,1.15E-09,6.03E-05,6.13E-06,MBA,0.42732
a0001191,2001191,  1191 Alfaterna (1931 CA),1191,Alfaterna,,N,N,10.8,47.397,0.045,0.175,JPL 40,2459000.5,59000,20200531,J2000,0.046483821,2.891271997,2.756874628,18.49470137,134.70904,54.05624682,17.73399226,3.025669365,0.200479813,2458912.042,20200303.54,1795.692016,4.9163368,1.79517,698.6263089,4.47E-08,1.15E-08,1.28E-07,4.26E-06,1.34E-05,4.21E-05,3.96E-05,1.20E-08,1.19E-09,0.00019737,1.07E-05,MBA,0.35637
a0001192,2001192,  1192 Prisma (1931 FE),1192,Prisma,,N,N,12.5,7.377,0.22,0.193,JPL 26,2459000.5,59000,20200531,J2000,0.258655262,2.365249678,1.753465404,23.90562352,1.250458835,131.5963239,208.3400717,2.977033953,0.270949645,2459560.235,20211211.73,1328.660167,3.637673283,0.825377,321.2119671,5.64E-08,7.98E-09,1.35E-07,6.83E-06,1.37E-05,1.83E-05,1.17E-05,1.00E-08,1.37E-09,4.44E-05,6.73E-06,MBA,0.39823
a0001193,2001193,  1193 Africa (1931 HB),1193,Africa,,N,N,11.7,12.22,0.247,0.102,JPL 35,2459000.5,59000,20200531,J2000,0.122733315,2.646906569,2.322042951,14.13774917,49.53606113,184.0755461,237.8115577,2.971770187,0.22887384,2459534.368,20211115.87,1572.918949,4.306417383,1.31143,510.3692131,4.67E-08,9.69E-09,1.24E-07,5.28E-06,1.53E-05,2.23E-05,1.78E-05,1.09E-08,1.26E-09,7.86E-05,8.64E-06,MBA,0.31945
a0001194,2001194,  1194 Aletta (1931 JG),1194,Aletta,,N,N,10.7,41.358,0.087,0.191,JPL 34,2459000.5,59000,20200531,J2000,0.091110036,2.912775652,2.647392557,10.87042395,291.2939072,243.4435835,16.25528027,3.178158748,0.198263843,2458918.512,20200310.01,1815.76224,4.971286078,1.67522,651.9453674,4.75E-08,1.19E-08,1.37E-07,3.94E-06,2.54E-05,3.28E-05,2.01E-05,1.30E-08,1.21E-09,0.00010131,1.11E-05,MBA,0.38435
a0001195,2001195,  1195 Orangia (1931 KD),1195,Orangia,,N,N,13.2,6.258,0.237,0.604,JPL 28,2459000.5,59000,20200531,J2000,0.20107278,2.257170431,1.803314897,7.192830073,281.2513084,328.2155214,81.07524082,2.711025965,0.290641446,2458721.547,20190826.05,1238.639586,3.391210364,0.793494,308.80406,3.24E-08,5.72E-09,7.44E-08,3.63E-06,3.26E-05,3.43E-05,1.11E-05,6.87E-09,1.10E-09,3.78E-05,4.71E-06,MBA,0.44374
a0001196,2001196,  1196 Sheba (1931 KE),1196,Sheba,,N,N,10.2,25.274,0.218,0.443,JPL 37,2459000.5,59000,20200531,J2000,0.179471887,2.653605434,2.17735786,17.66717124,100.7578483,262.6279647,111.646239,3.129853008,0.22800772,2458510.84,20190127.34,1578.893906,4.322775924,1.25462,488.2604654,3.89E-08,9.72E-09,1.03E-07,4.49E-06,1.39E-05,1.86E-05,1.40E-05,1.15E-08,1.25E-09,6.04E-05,8.68E-06,MBA,0.37177
a0001197,2001197,  1197 Rhodesia (1931 LD),1197,Rhodesia,,N,N,10.2,47.741,0.063,0.163,JPL 34,2459000.5,59000,20200531,J2000,0.232189239,2.886262938,2.216103742,12.97661092,255.7020892,277.1205318,123.7758458,3.556422134,0.201001933,2458384.706,20180923.21,1791.027548,4.903566183,1.26525,492.3973425,3.53E-08,1.14E-08,1.01E-07,4.93E-06,1.80E-05,2.10E-05,1.17E-05,1.41E-08,1.19E-09,5.69E-05,1.06E-05,MBA,0.4025
a0001198,2001198,  1198 Atlantis (1931 RA),1198,Atlantis,,N,N,14.4,,,,JPL 30,2459000.5,59000,20200531,J2000,0.335142625,2.251347586,1.496825046,2.724955841,259.5296147,84.55581654,99.97296995,3.005870127,0.291769739,2458657.857,20190623.36,1233.849682,3.378096323,0.492667,191.7312164,2.77E-08,4.54E-09,6.21E-08,3.21E-06,7.08E-05,7.10E-05,5.22E-06,6.06E-09,8.83E-10,1.73E-05,3.73E-06,MCA,0.4845
a0001199,2001199,  1199 Geldonia (1931 RF),1199,Geldonia,,N,N,10.2,30.395,0.098,0.243,JPL 32,2459000.5,59000,20200531,J2000,0.030945141,3.018714034,2.925299502,8.779692883,235.547177,292.0949101,151.4188237,3.112128566,0.187919182,2458194.734,20180317.23,1915.717152,5.244947712,1.94164,755.6280388,3.72E-08,1.39E-08,1.11E-07,4.28E-06,2.65E-05,7.45E-05,6.94E-05,1.43E-08,1.29E-09,0.00036988,1.32E-05,MBA,0.47062
a0001200,2001200,  1200 Imperatrix (1931 RH),1200,Imperatrix,,N,N,10.9,42.006,0.065,0.39,JPL 46,2459000.5,59000,20200531,J2000,0.105337588,3.063477448,2.740778123,4.593862835,204.7526037,52.02924385,298.0741355,3.386176773,0.183815463,2459337.391,20210502.89,1958.485941,5.362042275,1.72907,672.9021719,2.97E-08,1.27E-08,9.30E-08,4.19E-06,4.39E-05,4.85E-05,2.08E-05,1.41E-08,1.15E-09,0.00011338,1.22E-05,MBA,0.44107
a0001201,2001201,  1201 Strenua (1931 RK),1201,Strenua,,N,N,11.4,35.825,0.037,0.24,JPL 36,2459000.5,59000,20200531,J2000,0.038605905,2.697695442,2.593548467,7.001061043,203.0784499,165.3361618,359.2898708,2.801842416,0.222440927,2459003.692,20200603.19,1618.407208,4.430957449,1.59339,620.0995863,4.06E-08,1.07E-08,1.13E-07,4.37E-06,3.25E-05,6.28E-05,5.48E-05,1.11E-08,1.32E-09,0.00024643,9.61E-06,MBA,0.46726
a0001202,2001202,  1202 Marina (1931 RL),1202,Marina,,N,N,10,54.93,0.0337,2.6,JPL 36,2459000.5,59000,20200531,J2000,0.16699492,4.000051378,3.33206312,3.332707143,49.86737238,307.4032648,109.3617209,4.668039636,0.123198585,2458112.813,20171225.31,2922.111486,8.000305231,2.3297,906.649349,4.25E-08,2.68E-08,1.65E-07,4.49E-06,7.59E-05,7.69E-05,1.27E-05,3.12E-08,1.24E-09,9.96E-05,2.93E-05,OMB,0.46556
a0001203,2001203,  1203 Nanna (1931 TA),1203,Nanna,,N,N,11.6,35.18,0.0473,3.9,JPL 35,2459000.5,59000,20200531,J2000,0.249521274,2.884743146,2.164938362,5.993798775,224.5280295,177.2113954,17.26155652,3.60454793,0.201160797,2458914.69,20200306.19,1789.613108,4.899693657,1.17354,456.7065618,3.12E-08,1.19E-08,9.30E-08,3.58E-06,4.16E-05,4.25E-05,8.96E-06,1.49E-08,1.25E-09,4.45E-05,1.11E-05,MBA,0.44387
a0001204,2001204,  1204 Renzia (1931 TE),1204,Renzia,,N,N,12,,,,JPL 36,2459000.5,59000,20200531,J2000,0.293652319,2.263126194,1.598553939,1.879165851,7.543945669,313.6615493,39.80956436,2.927698449,0.2894949,2458862.986,20200114.49,1243.545224,3.404641269,0.586698,228.3252607,3.04E-08,4.38E-09,6.96E-08,3.61E-06,9.39E-05,9.41E-05,6.66E-06,5.66E-09,8.40E-10,2.28E-05,3.61E-06,MCA,0.42666
a0001205,2001205,  1205 Ebella (1931 TB1),1205,Ebella,,N,N,13.5,5.474,0.214,0.283,JPL 27,2459000.5,59000,20200531,J2000,0.271477775,2.536555627,1.84793715,8.845654505,23.00067096,349.3050058,347.7945514,3.225174104,0.243970596,2459050.528,20200720.03,1475.587655,4.039938822,0.849475,330.5901858,5.05E-08,1.20E-08,1.31E-07,5.01E-06,2.67E-05,2.88E-05,1.37E-05,1.52E-08,1.73E-09,5.64E-05,1.04E-05,MBA,0.53449
a0001206,2001206,  1206 Numerowia (1931 UH),1206,Numerowia,,N,N,11.5,14.534,0.159,0.264,JPL 34,2459000.5,59000,20200531,J2000,0.052969504,2.866649317,2.714804326,13.0018316,324.4212608,278.1223396,240.5492536,3.018494309,0.203068341,2459588.729,20220109.23,1772.802188,4.853667866,1.7391,676.805547,3.57E-08,1.34E-08,1.03E-07,5.60E-06,1.84E-05,6.38E-05,6.37E-05,1.41E-08,1.43E-09,0.00031492,1.25E-05,MBA,0.40419
a0001207,2001207,  1207 Ostenia (1931 VT),1207,Ostenia,,N,N,10.8,21.925,0.176,0.632,JPL 30,2459000.5,59000,20200531,J2000,0.087312907,3.020198013,2.756495746,10.33930428,20.00089008,46.25248386,311.4143048,3.28390028,0.187780697,2459259.236,20210213.74,1917.129955,5.248815757,1.78048,692.9094016,3.52E-08,1.37E-08,1.07E-07,4.90E-06,2.36E-05,3.78E-05,3.03E-05,1.49E-08,1.28E-09,0.00016156,1.31E-05,MBA,0.44453
a0001208,2001208,  1208 Troilus (1931 YA),1208,Troilus,,N,N,9,100.477,0.041,1.097,JPL 45,2459000.5,59000,20200531,J2000,0.09176711,5.253479666,4.771383022,33.53919306,48.54798009,295.2970303,255.5930039,5.73557631,0.081852791,2460276.046,20231127.55,4398.139603,12.04144997,3.89047,1514.05421,4.59E-08,6.43E-08,2.67E-07,5.00E-06,6.90E-06,3.41E-05,3.82E-05,7.02E-08,1.50E-09,0.00048338,8.08E-05,TJN,0.42211
a0001209,2001209,  1209 Pumma (1927 HA),1209,Pumma,,N,N,10.7,26.889,0.141,0.253,JPL 39,2459000.5,59000,20200531,J2000,0.128403414,3.168656187,2.761789915,6.939133278,89.76122764,176.7383057,117.7390128,3.575522459,0.174739623,2458326.703,20180727.2,2060.208171,5.640542562,1.74589,679.4480113,3.15E-08,1.40E-08,9.83E-08,3.54E-06,3.41E-05,3.77E-05,1.59E-05,1.58E-08,1.16E-09,9.07E-05,1.36E-05,MBA,0.47006
a0001210,2001210,  1210 Morosovia (1931 LB),1210,Morosovia,,N,N,10,33.663,0.132,0.329,JPL 39,2459000.5,59000,20200531,J2000,0.061701732,3.012221874,2.826362566,11.27319887,106.6184364,168.7537433,352.0740588,3.198081181,0.188527035,2459042.541,20200712.04,1909.540455,5.228036839,1.81076,704.6934692,3.82E-08,1.47E-08,1.19E-07,4.25E-06,2.26E-05,4.34E-05,3.75E-05,1.56E-08,1.38E-09,0.00019867,1.40E-05,MBA,0.44735
a0001211,2001211,  1211 Bressole (1931 XA),1211,Bressole,,N,N,11,45.809,0.047,0.724,JPL 32,2459000.5,59000,20200531,J2000,0.161021165,2.929953856,2.458169273,12.76596271,129.7347281,211.444003,305.2784426,3.401738439,0.196522782,2459278.949,20210305.45,1831.848689,5.015328374,1.45797,567.3981849,4.06E-08,1.25E-08,1.19E-07,3.66E-06,2.01E-05,2.51E-05,1.86E-05,1.46E-08,1.26E-09,9.57E-05,1.18E-05,MBA,0.42008
a0001212,2001212,  1212 Francette (1931 XC),1212,Francette,,N,N,9.6,76.387,0.046,0.155,JPL 34,2459000.5,59000,20200531,J2000,0.190365972,3.949185107,3.197394648,7.591965285,149.5616856,348.2586923,48.32375074,4.700975567,0.125586466,2458615.715,20190512.22,2866.550933,7.848188728,2.21139,860.6066463,3.59E-08,2.40E-08,1.42E-07,4.45E-06,3.26E-05,3.47E-05,1.14E-05,2.85E-08,1.14E-09,9.08E-05,2.61E-05,OMB,0.46912
a0001213,2001213,  1213 Algeria (1931 XD),1213,Algeria,,N,N,11.1,29.175,0.057,0.251,JPL 37,2459000.5,59000,20200531,J2000,0.127937378,3.135922217,2.734720552,13.10938017,271.2935018,110.2321714,19.36163016,3.537123881,0.177482751,2458891.41,20200211.91,2028.366129,5.553363802,1.77351,690.1968867,3.74E-08,1.44E-08,1.19E-07,4.03E-06,1.99E-05,2.64E-05,1.68E-05,1.63E-08,1.22E-09,9.47E-05,1.40E-05,MBA,0.39133
a0001214,2001214,  1214 Richilde (1932 AA),1214,Richilde,,N,N,11.2,36.668,0.048,0.575,JPL 33,2459000.5,59000,20200531,J2000,0.117295875,2.710410459,2.392490492,9.841812946,285.842173,32.4642176,68.06415149,3.028330426,0.2208775,2458692.347,20190727.85,1629.86271,4.462320904,1.38484,538.9381828,4.10E-08,9.29E-09,1.11E-07,4.17E-06,2.25E-05,2.74E-05,1.51E-05,1.04E-08,1.14E-09,6.82E-05,8.38E-06,MBA,0.41621
a0001215,2001215,  1215 Boyer (1932 BA),1215,Boyer,,N,N,11,13.041,0.116,0.106,JPL 34,2459000.5,59000,20200531,J2000,0.133155076,2.577599925,2.234379411,15.91755644,123.7287748,265.7484914,203.3057073,2.92082044,0.238166573,2459658.419,20220319.92,1511.547128,4.138390495,1.30405,507.4971385,3.75E-08,9.25E-09,9.76E-08,3.52E-06,1.55E-05,2.10E-05,1.66E-05,1.05E-08,1.28E-09,7.15E-05,8.14E-06,MBA,0.38844
a0001216,2001216,  1216 Askania (1932 BL),1216,Askania,,N,N,12.2,10.533,0.064,0.089,JPL 29,2459000.5,59000,20200531,J2000,0.179442172,2.232023315,1.831504204,7.602150581,121.5875295,144.5404159,69.97701643,2.632542426,0.295567027,2458763.745,20191007.24,1217.997837,3.334696336,0.821448,319.6829182,4.09E-08,6.25E-09,9.28E-08,4.14E-06,3.23E-05,3.49E-05,1.39E-05,7.38E-09,1.24E-09,4.70E-05,5.12E-06,MBA,0.41717
a0001217,2001217,  1217 Maximiliana (1932 EC),1217,Maximiliana,,N,N,12.6,,,,30,2459000.5,59000,20200531,J2000,0.154543004,2.352192019,1.988677199,5.154984956,148.4013226,91.31986411,109.6474519,2.715706839,0.273208946,2458599.168,20190425.67,1317.672812,3.607591545,0.984564,383.1627719,3.34E-08,7.03E-09,7.87E-08,3.66E-06,4.16E-05,4.38E-05,1.18E-05,8.11E-09,1.22E-09,4.36E-05,5.90E-06,MBA,0.47027
a0001218,2001218,  1218 Aster (1932 BJ),1218,Aster,,N,N,13.1,5.554,0.332,0.084,JPL 40,2459000.5,59000,20200531,J2000,0.109795308,2.262993232,2.014527194,3.156987388,63.81837747,69.00395187,346.613393,2.51145927,0.289520414,2459046.737,20200716.24,1243.435635,3.404341233,1.03147,401.4171799,3.38E-08,5.72E-09,7.78E-08,3.42E-06,6.27E-05,6.48E-05,1.61E-05,6.35E-09,1.10E-09,5.57E-05,4.72E-06,MBA,0.438
a0001219,2001219,  1219 Britta (1932 CJ),1219,Britta,,N,N,11.7,9.86,0.346,0.337,JPL 36,2459000.5,59000,20200531,J2000,0.124655892,2.212998411,1.937135119,4.410873748,42.52239263,24.08483397,10.19769363,2.488861703,0.299386643,2458966.438,20200426.94,1202.458454,3.292151824,0.951632,370.3466254,3.46E-08,5.25E-09,7.79E-08,4.08E-06,4.41E-05,4.67E-05,1.55E-05,5.91E-09,1.07E-09,5.18E-05,4.28E-06,MBA,0.42983
a0001220,2001220,  1220 Crocus (1932 CU),1220,Crocus,,N,N,11.6,17.866,0.114,0.175,JPL 33,2459000.5,59000,20200531,J2000,0.073948818,3.004249317,2.782088631,11.3644604,113.3309641,332.82691,34.07964163,3.226410003,0.189277991,2458820.449,20191202.95,1901.964399,5.207294727,1.80366,701.9303622,3.37E-08,1.38E-08,1.03E-07,3.63E-06,2.19E-05,3.63E-05,2.84E-05,1.48E-08,1.31E-09,0.00015003,1.31E-05,MBA,0.38518
a0001221,2001221,  1221 Amor (1932 EA1),1221,Amor,,Y,N,17.7,1,,,JPL 88,2459000.5,59000,20200531,J2000,0.435284895,1.919498152,1.0839696,11.87653725,171.3269977,26.69479706,38.52240898,2.755026704,0.370614602,2458896.558,20200217.06,971.3594604,2.659437263,0.107451,41.81670567,4.31E-08,1.09E-09,8.31E-08,5.74E-06,2.69E-05,2.84E-05,8.20E-06,1.56E-09,3.15E-10,2.21E-05,8.24E-07,AMO,0.46287
a0001222,2001222,  1222 Tina (1932 LA),1222,Tina,,N,N,11.2,25.781,0.202,0.138,JPL 34,2459000.5,59000,20200531,J2000,0.250154531,2.793079043,2.094377664,19.59049629,245.7881604,59.95006864,284.2485072,3.491780422,0.211144238,2459359.267,20210524.77,1704.995614,4.668023585,1.14689,446.3351813,3.74E-08,1.07E-08,1.06E-07,4.87E-06,1.20E-05,1.51E-05,1.10E-05,1.33E-08,1.21E-09,5.33E-05,9.75E-06,MBA,0.40217
a0001223,2001223,  1223 Neckar (1931 TG),1223,Neckar,,N,N,10.5,22.783,0.17,0.213,JPL 40,2459000.5,59000,20200531,J2000,0.060097692,2.869877415,2.697404406,2.54417917,40.80957663,15.16285253,37.63685365,3.042350424,0.202725815,2458814.846,20191127.35,1775.797526,4.861868655,1.70897,665.0798549,3.52E-08,1.04E-08,1.02E-07,4.03E-06,7.95E-05,8.56E-05,3.06E-05,1.10E-08,1.10E-09,0.00015097,9.64E-06,MBA,0.42301
a0001224,2001224,  1224 Fantasia (1927 SD),1224,Fantasia,,N,N,11.5,13.816,0.264,0.144,JPL 29,2459000.5,59000,20200531,J2000,0.199228742,2.303502182,1.844578339,7.889230522,258.0771115,129.4547544,160.7440485,2.762426024,0.281916914,2458430.318,20181107.82,1276.971983,3.496158748,0.861732,335.3602424,4.45E-08,5.54E-09,1.03E-07,3.57E-06,3.35E-05,3.45E-05,9.37E-06,6.65E-09,1.02E-09,3.27E-05,4.61E-06,MBA,0.39783
a0001225,2001225,  1225 Ariane (1930 HK),1225,Ariane,,N,N,12,9.194,0.302,0.091,JPL 30,2459000.5,59000,20200531,J2000,0.074630396,2.232905756,2.066263115,3.073652858,12.37043794,100.3274145,86.05594239,2.399548397,0.295391833,2458709.172,20190813.67,1218.72022,3.336674114,1.08538,422.3973346,2.69E-08,4.71E-09,5.92E-08,3.85E-06,5.68E-05,6.39E-05,2.83E-05,5.06E-09,9.34E-10,9.57E-05,3.85E-06,MBA,0.42063
a0001226,2001226,  1226 Golia (1930 HL),1226,Golia,,N,N,12.1,11.679,0.187,0.158,JPL 87,2459000.5,59000,20200531,J2000,0.112259401,2.582754125,2.292815694,9.843659694,17.46950299,139.3168114,295.3988304,2.872692555,0.237453994,2459272.558,20210227.06,1516.083156,4.150809461,1.3102,509.890534,3.58E-08,9.52E-09,9.25E-08,4.60E-06,1.82E-05,2.57E-05,1.83E-05,1.06E-08,1.31E-09,7.73E-05,8.39E-06,MBA,0.42006
a0001227,2001227,  1227 Geranium (1931 TD),1227,Geranium,,N,N,10.8,46.269,0.071,0.14,JPL 40,2459000.5,59000,20200531,J2000,0.192302106,3.219331453,2.600247235,16.49001019,0.664147202,302.9962706,194.1231866,3.838415671,0.170630057,2459972.643,20230128.14,2109.827584,5.776393111,1.62847,633.7516699,3.93E-08,1.62E-08,1.28E-07,4.06E-06,1.41E-05,1.67E-05,1.10E-05,1.93E-08,1.28E-09,6.59E-05,1.59E-05,OMB,0.40525
a0001228,2001228,  1228 Scabiosa (1931 TU),1228,Scabiosa,,N,N,11.4,14.685,0.249,1.704,JPL 36,2459000.5,59000,20200531,J2000,0.041735946,2.768924157,2.653360487,3.280504095,307.9032393,208.7208777,299.8311348,2.884487827,0.21391315,2459281.777,20210308.28,1682.925989,4.607600244,1.66319,647.2636523,3.28E-08,9.28E-09,9.25E-08,3.54E-06,6.05E-05,7.46E-05,4.43E-05,9.67E-09,1.08E-09,0.00020759,8.46E-06,MBA,0.41711
a0001229,2001229,  1229 Tilia (1931 TP1),1229,Tilia,,N,N,11.3,27.795,0.069,0.276,JPL 35,2459000.5,59000,20200531,J2000,0.165890593,3.226197059,2.691001315,1.039164606,197.3569848,166.5829505,94.08560625,3.761392803,0.170085675,2458447.334,20181124.83,2116.580367,5.794881222,1.68888,657.2614296,3.39E-08,1.32E-08,1.12E-07,3.76E-06,0.00018244,0.00018269,9.87E-06,1.54E-08,1.05E-09,5.73E-05,1.30E-05,OMB,0.43795
a0001230,2001230,  1230 Riceia (1931 TX1),1230,Riceia,,N,N,13,6.194,0.318,0.344,JPL 24,2459000.5,59000,20200531,J2000,0.179871226,2.571549382,2.109001641,10.51537067,200.5400624,185.0817129,167.8960742,3.034097123,0.239007633,2458298.028,20180628.53,1506.228046,4.12382764,1.11311,433.1890187,4.40E-08,9.41E-09,1.09E-07,4.26E-06,1.92E-05,2.16E-05,1.23E-05,1.11E-08,1.31E-09,4.93E-05,8.27E-06,MBA,0.46842
a0001231,2001231,  1231 Auricula (1931 TE2),1231,Auricula,,N,N,12.2,18.713,0.066,0.65,JPL 31,2459000.5,59000,20200531,J2000,0.085950599,2.669101959,2.439691046,11.48328609,342.0276476,245.7027476,261.5673358,2.898512871,0.226024922,2459435.995,20210809.49,1592.744715,4.360697373,1.4581,567.448777,3.36E-08,9.96E-09,8.96E-08,4.35E-06,1.73E-05,3.14E-05,2.79E-05,1.08E-08,1.27E-09,0.00012422,8.92E-06,MBA,0.42811
a0001232,2001232,  1232 Cortusa (1931 TF2),1232,Cortusa,,N,N,10.3,36.367,0.072,0.463,JPL 35,2459000.5,59000,20200531,J2000,0.134810164,3.181782442,2.75284583,10.36146054,261.2140871,340.5741156,348.6884311,3.610719053,0.173659423,2459065.637,20200804.14,2073.023132,5.675628014,1.74216,677.9964072,4.00E-08,1.54E-08,1.32E-07,4.41E-06,2.41E-05,2.95E-05,1.89E-05,1.74E-08,1.26E-09,0.00010912,1.50E-05,MBA,0.41623
a0001233,2001233,  1233 Kobresia (1931 TG2),1233,Kobresia,,N,N,11.5,33.323,0.047,0.159,JPL 32,2459000.5,59000,20200531,J2000,0.05629442,2.556219562,2.412318663,5.604017007,291.4167134,335.1139196,358.405215,2.70012046,0.241160871,2459007.113,20200606.61,1492.779484,4.087007487,1.39753,543.8767501,3.19E-08,8.49E-09,8.24E-08,3.91E-06,3.70E-05,5.37E-05,4.05E-05,8.97E-09,1.20E-09,0.00016805,7.43E-06,MBA,0.43628
a0001234,2001234,  1234 Elyna (1931 UF),1234,Elyna,,N,N,10.7,22.876,0.162,0.465,JPL 33,2459000.5,59000,20200531,J2000,0.086369823,3.012656047,2.752453477,8.529280479,304.3511599,89.94498854,334.285969,3.272858617,0.188486282,2459136.924,20201014.42,1909.953324,5.229167212,1.77577,691.0764109,3.28E-08,1.34E-08,1.02E-07,4.61E-06,2.43E-05,3.70E-05,2.89E-05,1.45E-08,1.26E-09,0.00015347,1.27E-05,MBA,0.4397
a0001235,2001235,  1235 Schorria (1931 UJ),1235,Schorria,,N,N,12.68,,,,JPL 25,2459000.5,59000,20200531,J2000,0.154686852,1.910155057,1.614679184,24.99828315,12.94722616,43.73178809,183.188198,2.20563093,0.373337092,2459474.098,20210916.6,964.2760069,2.640043825,0.661223,257.3281549,4.17E-08,4.69E-09,8.12E-08,6.75E-06,8.55E-06,2.13E-05,1.90E-05,5.42E-09,1.38E-09,5.14E-05,3.55E-06,MCA,0.34188
a0001236,2001236,  1236 Thais (1931 VX),1236,Thais,,N,N,11.9,22.34,0.0599,1.3,JPL 34,2459000.5,59000,20200531,J2000,0.241791024,2.430291422,1.842668769,13.1745143,48.59897632,306.1547713,168.2417755,3.017914075,0.260145635,2458353.778,20180823.28,1383.840249,3.788748115,0.873159,339.807288,3.94E-08,5.78E-09,9.59E-08,3.66E-06,1.64E-05,1.74E-05,7.29E-06,7.18E-09,9.28E-10,2.72E-05,4.94E-06,MBA,0.39883
a0001237,2001237,  1237 Genevieve (1931 XB),1237,Genevieve,,N,N,10.8,39.81,0.0585,1.1,JPL 38,2459000.5,59000,20200531,J2000,0.07615948,2.612228058,2.413282128,9.734961347,57.85388907,306.8622124,41.60730291,2.811173988,0.233446539,2458822.269,20191204.77,1542.108964,4.222064242,1.42733,555.4740161,3.85E-08,8.00E-09,1.01E-07,3.72E-06,2.31E-05,3.23E-05,2.18E-05,8.61E-09,1.07E-09,9.36E-05,7.08E-06,MBA,0.40609
a0001238,2001238,  1238 Predappia (1932 CA),1238,Predappia,,N,N,12.1,20.606,0.07,0.058,JPL 31,2459000.5,59000,20200531,J2000,0.140555176,2.666865576,2.292023815,12.15228752,51.93849415,92.09969185,92.11249124,3.041707336,0.226309292,2458593.48,20190419.98,1590.743345,4.35521792,1.34239,522.4179163,4.24E-08,9.63E-09,1.15E-07,4.42E-06,2.12E-05,2.70E-05,1.54E-05,1.10E-08,1.23E-09,6.79E-05,8.62E-06,MBA,0.41007
a0001239,2001239,  1239 Queteleta (1932 CB),1239,Queteleta,,N,N,12.4,18.681,0.051,0.076,JPL 31,2459000.5,59000,20200531,J2000,0.2329117,2.661984804,2.041977399,1.661121408,73.16369463,35.63585342,138.6028228,3.281992209,0.226931987,2458389.732,20180928.23,1586.378389,4.34326732,1.059,412.13103,2.93E-08,7.84E-09,7.74E-08,3.65E-06,0.00017435,0.00017469,1.14E-05,9.66E-09,1.00E-09,4.94E-05,7.01E-06,MBA,0.4272
a0001240,2001240,  1240 Centenaria (1932 CD),1240,Centenaria,,N,N,10.1,63.035,0.056,0.266,JPL 35,2459000.5,59000,20200531,J2000,0.175400094,2.865898235,2.363219414,10.17093667,323.7154759,24.08705492,204.5317534,3.368577056,0.203148176,2459765.795,20220705.29,1772.105503,4.851760448,1.35978,529.1855826,3.83E-08,1.05E-08,1.11E-07,4.21E-06,1.97E-05,2.18E-05,1.07E-05,1.23E-08,1.11E-09,5.45E-05,9.69E-06,MBA,0.45341
a0001241,2001241,  1241 Dysona (1932 EB1),1241,Dysona,,N,N,9.5,79.19,0.047,0.694,JPL 38,2459000.5,59000,20200531,J2000,0.101287296,3.187721531,2.864845837,23.5197219,322.1821348,320.3462022,103.0738715,3.510597224,0.173174328,2458405.297,20181013.8,2078.830071,5.691526548,1.87946,731.4294482,4.04E-08,1.66E-08,1.28E-07,5.29E-06,9.61E-06,2.82E-05,2.82E-05,1.83E-08,1.35E-09,0.00016221,1.62E-05,MBA,0.38554
a0001242,2001242,  1242 Zambesia (1932 HL),1242,Zambesia,,N,N,10.4,47.594,0.058,0.347,JPL 33,2459000.5,59000,20200531,J2000,0.189736648,2.735740449,2.216670225,10.14207871,349.7395485,54.04438046,356.0470556,3.254810672,0.217816982,2459018.648,20200618.15,1652.763694,4.525020382,1.24159,483.1895803,3.81E-08,1.03E-08,1.06E-07,5.56E-06,2.17E-05,2.54E-05,1.39E-05,1.22E-08,1.23E-09,6.37E-05,9.33E-06,MBA,0.43735
a0001243,2001243,  1243 Pamela (1932 JE),1243,Pamela,,N,N,9.7,69.883,0.04,0.42,JPL 35,2459000.5,59000,20200531,J2000,0.047562905,3.100950765,2.953460538,13.27137043,245.6552273,54.01104532,348.9627858,3.248440992,0.180493584,2459061.65,20200731.15,1994.530735,5.460727543,1.95765,761.8586505,3.55E-08,1.44E-08,1.14E-07,4.42E-06,1.65E-05,4.86E-05,4.67E-05,1.51E-08,1.26E-09,0.00025889,1.39E-05,MBA,0.41986
